R,G,B,y
1,0,0,-1
222,178,167,1
24,73,70,-1
119,164,161,-1
62,71,24,-1
220,165,134,1
220,168,128,1
132,176,179,-1
134,180,180,-1
156,95,102,-1
156,194,195,-1
0,1,4,-1
253,213,203,1
3,14,16,-1
102,151,121,-1
90,135,132,-1
224,155,122,1
90,139,136,-1
239,190,173,1
255,255,0,-1
226,174,160,1
232,163,132,1
164,199,201,-1
117,165,165,-1
137,178,180,-1
126,176,177,-1
33,81,81,-1
80,220,235,-1
122,164,163,-1
116,166,167,-1
146,181,183,-1
117,165,167,-1
51,101,98,-1
232,183,143,1
122,170,172,-1
131,177,177,-1
50,108,109,-1
221,169,130,1
196,134,111,1
132,178,178,-1
160,194,196,-1
123,159,155,-1
219,165,131,1
89,140,141,-1
220,30,56,-1
228,164,136,1
13,49,49,-1
214,202,204,-1
224,176,162,1
127,149,147,-1
221,162,130,1
249,137,126,-1
122,172,173,-1
135,179,182,-1
162,197,199,-1
129,177,179,-1
140,184,185,-1
155,103,45,1
28,74,72,-1
149,127,227,-1
188,9,15,-1
111,165,167,-1
247,202,23,-1
129,92,83,1
90,139,136,-1
114,162,164,-1
11,37,36,-1
217,148,107,1
138,179,181,-1
3,39,37,-1
7,36,34,-1
0,14,17,-1
132,132,132,-1
27,56,52,-1
112,162,163,-1
149,189,191,-1
3,3,5,-1
45,59,59,-1
158,198,198,-1
170,115,112,1
236,183,169,1
66,158,11,-1
129,177,179,-1
101,155,157,-1
255,0,255,-1
191,139,99,1
163,201,202,-1
163,100,49,1
145,185,187,-1
219,153,118,1
113,163,164,-1
114,163,167,-1
121,171,172,-1
90,139,136,-1
145,22,6,-1
249,228,111,-1
188,119,54,1
209,55,83,-1
237,188,173,1
18,54,52,-1
152,192,192,-1
137,178,180,-1
131,73,53,1
125,161,157,-1
164,139,109,1
163,197,199,-1
107,153,150,-1
122,173,174,-1
149,88,95,-1
131,175,174,-1
82,136,138,-1
249,249,247,-1
17,56,55,-1
96,148,146,-1
9,18,15,-1
3,33,33,-1
0,8,7,-1
11,23,21,-1
157,195,196,-1
218,148,99,1
225,148,94,1
63,113,112,-1
231,179,166,1
80,138,139,-1
113,161,163,-1
79,133,135,-1
16,16,16,-1
135,179,182,-1
216,164,125,1
17,38,39,-1
0,10,92,-1
191,123,84,1
125,156,158,-1
110,160,159,-1
230,163,136,1
210,215,112,-1
125,175,176,-1
119,168,173,-1
226,181,142,1
223,223,225,-1
151,166,169,-1
230,164,150,1
24,58,57,-1
0,4,7,-1
33,84,87,-1
124,155,157,-1
48,106,107,-1
200,142,105,1
31,85,87,-1
158,198,198,-1
100,142,140,-1
255,252,255,-1
216,154,105,1
169,203,205,-1
135,180,183,-1
228,172,139,1
23,67,66,-1
16,52,52,-1
147,187,189,-1
29,71,69,-1
37,83,83,-1
223,170,128,1
170,115,112,1
70,122,118,-1
47,103,104,-1
140,82,159,-1
0,22,22,-1
118,157,154,-1
113,161,161,-1
22,56,55,-1
144,91,39,1
1,3,2,-1
224,171,137,1
226,176,141,1
219,142,100,1
237,182,161,1
141,185,186,-1
22,56,55,-1
201,143,106,1
211,159,120,1
129,173,172,-1
250,250,248,-1
125,173,175,-1
0,1,0,-1
0,10,92,-1
134,165,167,-1
137,181,182,-1
131,175,178,-1
22,62,64,-1
194,135,101,1
121,171,172,-1
138,180,179,-1
123,70,52,1
249,245,236,-1
19,61,59,-1
17,53,51,-1
146,190,191,-1
190,190,192,-1
170,204,205,-1
234,180,168,1
143,96,44,1
22,60,61,-1
160,195,197,-1
252,212,202,1
100,154,154,-1
222,153,122,1
90,139,136,-1
20,54,53,-1
19,63,62,-1
89,143,145,-1
0,6,3,-1
111,157,155,-1
103,152,149,-1
107,156,153,-1
234,181,165,1
20,56,54,-1
112,162,163,-1
113,163,164,-1
236,182,170,1
121,169,171,-1
23,65,63,-1
129,177,179,-1
150,190,190,-1
134,180,180,-1
227,161,135,1
15,51,51,-1
127,90,74,1
255,255,0,-1
0,19,17,-1
253,252,248,-1
118,166,166,-1
125,177,188,-1
120,161,157,-1
51,66,33,-1
227,164,123,1
83,98,93,-1
2,8,8,-1
84,104,103,-1
191,135,136,1
119,160,156,-1
23,57,56,-1
21,55,54,-1
143,169,170,-1
162,197,199,-1
89,139,138,-1
190,112,74,1
246,185,140,1
94,105,101,-1
177,140,111,1
64,177,221,-1
128,167,166,-1
41,101,101,-1
77,217,234,-1
144,185,187,-1
26,61,57,-1
232,179,165,1
63,108,111,-1
131,87,74,1
168,202,203,-1
89,133,132,-1
117,165,165,-1
120,170,171,-1
139,170,128,-1
135,172,178,-1
160,198,199,-1
163,198,200,-1
163,198,200,-1
164,164,162,-1
252,188,150,1
135,183,185,-1
154,198,197,-1
253,189,151,1
131,176,179,-1
115,166,167,-1
92,141,138,-1
1,2,4,-1
159,197,198,-1
29,75,73,-1
151,104,52,1
119,168,173,-1
156,194,195,-1
139,185,185,-1
251,232,111,-1
21,69,69,-1
133,171,174,-1
138,179,181,-1
15,59,60,-1
0,128,255,-1
126,157,159,-1
171,156,159,-1
23,59,57,-1
32,53,22,-1
253,228,109,-1
15,51,51,-1
221,153,118,1
162,196,198,-1
3,37,38,-1
68,136,23,-1
31,87,88,-1
132,178,178,-1
131,176,179,-1
160,198,199,-1
139,183,184,-1
6,7,11,-1
130,175,180,-1
34,39,42,-1
251,211,201,1
0,2,0,-1
136,180,183,-1
222,148,103,1
232,171,126,1
13,54,56,-1
3,14,16,-1
16,56,55,-1
136,178,177,-1
119,169,170,-1
179,113,81,1
255,191,153,1
134,180,180,-1
190,206,221,-1
105,156,159,-1
151,89,94,-1
242,183,165,1
153,148,154,-1
132,176,177,-1
127,166,165,-1
138,177,182,-1
127,86,80,1
158,198,198,-1
90,137,255,-1
208,142,107,1
221,151,99,1
13,47,46,-1
228,163,141,1
92,150,151,-1
115,163,167,-1
236,182,170,1
119,165,163,-1
72,91,232,-1
229,186,170,1
150,99,54,1
94,144,143,-1
122,170,172,-1
35,51,48,-1
13,41,42,-1
90,140,139,-1
206,142,107,1
198,245,251,-1
3,0,4,-1
255,194,156,1
6,42,40,-1
213,215,114,-1
134,182,186,-1
21,57,53,-1
141,185,186,-1
108,144,140,-1
218,144,109,1
25,55,55,-1
233,184,170,1
53,69,66,-1
24,60,56,-1
134,178,177,-1
218,149,118,1
133,174,176,-1
134,179,182,-1
20,60,59,-1
144,147,178,-1
243,248,244,-1
36,72,68,-1
137,88,32,1
103,92,106,-1
97,146,143,-1
203,211,248,-1
92,141,138,-1
210,153,110,1
18,57,54,-1
179,0,2,-1
7,7,7,-1
119,170,171,-1
188,164,140,1
139,181,180,-1
203,50,81,-1
86,7,3,-1
234,199,161,1
3,7,6,-1
51,109,110,-1
58,112,112,-1
146,188,187,-1
216,160,123,1
7,33,34,-1
164,199,201,-1
238,255,255,-1
140,178,179,-1
47,102,99,-1
196,127,88,1
129,177,181,-1
35,94,92,-1
165,200,202,-1
46,100,100,-1
152,91,98,-1
141,181,181,-1
211,157,119,1
158,198,198,-1
127,166,171,-1
7,36,34,-1
13,55,54,-1
254,216,207,1
154,194,194,-1
131,175,178,-1
162,200,201,-1
254,218,206,1
24,65,61,-1
69,125,199,-1
111,161,162,-1
97,148,151,-1
160,194,196,-1
114,160,157,-1
78,123,120,-1
174,110,49,1
141,92,52,1
132,177,180,-1
163,198,200,-1
9,35,36,-1
25,55,53,-1
129,177,179,-1
130,181,184,-1
114,164,163,-1
70,126,125,-1
0,1,3,-1
25,74,71,-1
22,68,66,-1
129,174,177,-1
215,161,127,1
52,52,40,-1
89,143,145,-1
7,2,6,-1
159,197,198,-1
135,179,180,-1
3,14,16,-1
152,192,194,-1
105,159,161,-1
151,89,94,-1
152,190,191,-1
129,171,170,-1
0,5,6,-1
120,170,171,-1
112,162,163,-1
115,166,169,-1
103,135,134,-1
129,174,179,-1
7,33,32,-1
3,14,16,-1
135,178,185,-1
163,197,196,-1
96,135,132,-1
225,183,167,1
223,181,167,1
161,197,197,-1
119,169,170,-1
142,188,186,-1
254,218,206,1
125,173,175,-1
179,0,6,-1
118,133,66,-1
22,56,55,-1
2,0,1,-1
222,168,156,1
142,188,188,-1
31,45,32,-1
226,92,65,-1
16,62,62,-1
55,67,67,-1
28,82,84,-1
192,132,134,-1
115,161,159,-1
133,172,177,-1
132,177,180,-1
96,93,100,-1
26,37,33,-1
194,130,86,1
1,1,3,-1
158,198,198,-1
244,179,139,1
182,120,59,1
237,188,173,1
132,178,178,-1
113,162,159,-1
40,42,39,-1
15,55,54,-1
236,177,77,-1
84,140,137,-1
115,119,24,-1
247,68,90,-1
89,147,149,-1
19,55,51,-1
7,33,34,-1
22,62,61,-1
255,255,255,-1
111,99,109,-1
138,182,185,-1
33,82,76,-1
15,59,62,-1
18,52,51,-1
49,100,103,-1
30,76,74,-1
135,179,182,-1
211,191,96,-1
28,64,60,-1
17,53,51,-1
94,111,69,-1
220,146,97,1
120,168,168,-1
169,203,204,-1
231,166,144,1
12,54,53,-1
164,199,201,-1
2,12,14,-1
142,90,51,1
135,179,180,-1
78,114,114,-1
0,14,15,-1
221,148,113,1
131,175,178,-1
157,197,197,-1
106,87,106,-1
132,177,180,-1
28,74,72,-1
222,150,102,1
127,175,177,-1
122,161,156,-1
23,59,57,-1
126,161,157,-1
113,96,112,-1
87,139,137,-1
117,167,168,-1
94,146,144,-1
25,64,71,-1
7,16,15,-1
111,162,163,-1
137,135,136,-1
221,152,119,1
4,30,29,-1
127,175,177,-1
85,139,139,-1
102,150,150,-1
22,56,55,-1
113,163,164,-1
180,114,56,1
158,198,198,-1
217,154,113,1
134,178,179,-1
129,177,179,-1
61,95,96,-1
22,61,56,-1
21,56,52,-1
119,132,52,-1
57,119,118,-1
254,210,199,1
25,65,64,-1
91,142,143,-1
66,122,196,-1
129,91,82,1
22,56,55,-1
249,34,78,-1
219,174,153,1
93,131,132,-1
218,46,58,-1
135,179,180,-1
128,176,178,-1
255,248,0,-1
118,168,169,-1
162,197,201,-1
120,171,172,-1
114,164,165,-1
119,168,172,-1
30,84,86,-1
131,177,177,-1
5,5,7,-1
124,160,158,-1
236,183,169,1
250,41,80,-1
121,171,170,-1
21,55,54,-1
130,178,178,-1
47,103,102,-1
121,171,172,-1
37,49,49,-1
23,67,66,-1
132,176,179,-1
127,173,173,-1
227,162,130,1
125,173,175,-1
133,181,181,-1
89,111,26,-1
98,150,148,-1
106,158,156,-1
62,89,56,-1
116,161,158,-1
134,178,181,-1
148,103,48,1
132,180,182,-1
26,70,69,-1
17,58,52,-1
67,127,127,-1
55,81,78,-1
160,201,203,-1
130,174,175,-1
227,163,151,1
160,107,103,1
23,67,66,-1
20,19,25,-1
118,170,168,-1
105,159,161,-1
99,155,156,-1
1,5,4,-1
134,178,179,-1
51,103,99,-1
84,162,53,-1
6,24,28,-1
121,81,71,1
146,140,128,-1
114,163,168,-1
136,180,183,-1
122,172,173,-1
228,177,134,1
160,149,147,-1
223,151,111,1
163,108,54,1
8,10,7,-1
152,127,229,-1
123,162,157,-1
148,188,188,-1
141,185,186,-1
32,78,75,-1
24,70,68,-1
157,104,60,1
23,65,64,-1
235,49,52,-1
0,2,1,-1
232,167,149,1
160,198,199,-1
163,198,200,-1
199,244,239,-1
218,95,150,-1
78,124,124,-1
130,179,176,-1
129,177,179,-1
124,169,172,-1
162,200,201,-1
112,160,164,-1
150,98,87,1
63,92,90,-1
192,150,12,-1
136,180,181,-1
6,10,11,-1
24,74,73,-1
23,64,60,-1
59,75,98,-1
3,14,16,-1
142,183,185,-1
7,41,40,-1
47,98,99,-1
127,84,77,1
221,166,125,1
119,161,159,-1
253,209,198,1
222,146,97,1
132,176,179,-1
41,70,40,-1
24,65,61,-1
170,204,205,-1
137,25,11,-1
170,204,205,-1
164,199,201,-1
226,174,137,1
253,188,148,1
1,1,1,-1
4,22,22,-1
19,57,46,-1
73,93,40,-1
120,167,173,-1
215,153,114,1
117,157,157,-1
135,179,180,-1
249,161,1,-1
85,131,131,-1
124,174,175,-1
225,164,146,1
243,180,136,1
128,176,178,-1
64,108,107,-1
130,90,82,1
228,162,140,1
175,120,66,1
121,181,129,-1
26,58,53,-1
0,1,0,-1
255,202,171,1
131,176,179,-1
3,19,19,-1
162,200,201,-1
0,3,0,-1
175,113,62,1
114,163,167,-1
193,9,19,-1
229,174,133,1
164,202,205,-1
96,146,145,-1
160,205,162,-1
145,114,93,1
165,196,198,-1
118,158,157,-1
162,197,199,-1
133,170,176,-1
135,183,183,-1
31,77,77,-1
3,4,6,-1
8,26,28,-1
149,97,57,1
0,0,255,-1
212,153,123,1
114,162,164,-1
158,198,198,-1
53,121,74,-1
141,181,181,-1
154,195,197,-1
7,41,40,-1
129,177,179,-1
19,58,55,-1
129,177,179,-1
71,70,66,-1
164,199,201,-1
126,155,173,-1
92,138,136,-1
134,178,181,-1
3,25,23,-1
121,171,172,-1
89,143,145,-1
184,108,74,1
216,157,127,1
112,161,165,-1
119,176,170,-1
160,195,197,-1
158,193,195,-1
137,181,182,-1
150,93,38,1
128,176,178,-1
89,140,141,-1
132,177,180,-1
88,130,128,-1
135,179,182,-1
41,77,77,-1
129,179,176,-1
6,22,22,-1
26,55,71,-1
229,158,104,1
20,59,56,-1
47,77,79,-1
121,169,171,-1
12,16,17,-1
100,152,150,-1
225,173,133,1
211,211,213,-1
255,191,153,1
3,7,8,-1
93,144,147,-1
64,113,110,-1
40,81,77,-1
134,178,181,-1
219,155,117,1
114,162,164,-1
148,103,48,1
0,1,6,-1
227,157,98,1
191,123,60,1
247,186,165,1
111,165,167,-1
128,0,132,-1
223,159,147,1
22,62,61,-1
149,102,56,1
96,145,142,-1
168,202,203,-1
143,174,176,-1
37,83,81,-1
15,51,51,-1
58,68,69,-1
128,175,181,-1
97,146,143,-1
238,186,173,1
13,47,46,-1
131,176,179,-1
134,178,179,-1
240,184,87,-1
163,197,199,-1
154,192,193,-1
62,62,62,-1
141,185,186,-1
20,159,136,-1
92,138,136,-1
169,203,204,-1
68,134,130,-1
155,195,195,-1
151,96,42,1
17,56,63,-1
224,169,139,1
18,54,52,-1
3,7,8,-1
254,210,199,1
124,172,174,-1
0,3,5,-1
126,174,176,-1
152,192,192,-1
220,152,113,1
162,200,201,-1
46,57,59,-1
2,17,20,-1
218,166,127,1
119,170,171,-1
176,111,53,1
116,163,169,-1
81,139,140,-1
86,141,144,-1
24,60,58,-1
255,193,157,1
138,182,183,-1
244,135,128,-1
129,174,177,-1
96,133,139,-1
128,176,178,-1
130,93,84,1
230,163,134,1
122,157,153,-1
194,130,95,1
115,163,165,-1
164,102,51,1
26,72,70,-1
166,200,202,-1
8,34,35,-1
131,177,177,-1
117,163,163,-1
99,144,141,-1
116,166,165,-1
22,56,55,-1
169,203,204,-1
129,174,177,-1
85,143,144,-1
160,195,235,-1
7,19,19,-1
107,153,150,-1
122,170,174,-1
76,132,131,-1
242,195,177,1
90,141,144,-1
213,159,121,1
139,183,192,-1
135,180,185,-1
131,76,46,1
133,177,178,-1
2,17,20,-1
248,197,206,-1
20,54,53,-1
19,55,51,-1
45,53,56,-1
20,55,51,-1
216,208,206,-1
169,203,205,-1
114,164,165,-1
230,234,243,-1
231,166,136,1
113,163,164,-1
134,178,181,-1
136,91,50,1
242,178,134,1
162,200,201,-1
62,112,113,-1
0,16,16,-1
4,4,6,-1
31,41,40,-1
228,192,158,1
107,93,129,-1
212,48,59,-1
254,210,199,1
113,161,163,-1
100,145,142,-1
135,182,188,-1
122,173,174,-1
42,96,96,-1
135,179,180,-1
20,57,49,-1
165,200,202,-1
126,64,43,1
0,13,16,-1
36,80,79,-1
35,89,91,-1
121,171,172,-1
11,46,42,-1
13,49,47,-1
217,139,93,1
71,103,102,-1
56,111,106,-1
117,166,163,-1
108,162,164,-1
122,173,176,-1
54,165,132,-1
118,168,169,-1
130,90,82,1
163,198,200,-1
250,250,248,-1
23,58,54,-1
101,151,150,-1
23,59,55,-1
144,186,185,-1
89,166,50,-1
21,55,54,-1
250,250,248,-1
103,157,159,-1
250,210,200,1
66,116,115,-1
97,136,133,-1
118,157,154,-1
212,142,90,1
14,30,29,-1
0,5,9,-1
110,156,154,-1
92,142,141,-1
116,161,158,-1
140,178,179,-1
0,17,17,-1
130,83,75,1
2,12,13,-1
212,150,113,1
226,161,121,1
209,151,113,1
127,172,175,-1
153,118,124,-1
20,54,53,-1
99,166,115,-1
129,84,78,1
244,178,143,1
221,147,100,1
23,68,63,-1
255,193,156,1
220,144,95,1
230,162,151,1
126,176,177,-1
250,250,248,-1
179,128,124,1
93,142,139,-1
50,62,42,-1
26,65,62,-1
134,178,181,-1
163,197,199,-1
71,95,95,-1
122,83,76,1
0,10,94,-1
254,190,152,1
57,116,114,-1
4,50,48,-1
20,54,53,-1
88,133,128,-1
247,190,170,1
119,170,171,-1
36,90,92,-1
157,192,194,-1
98,142,143,-1
134,178,181,-1
213,149,113,1
156,198,197,-1
159,140,123,1
137,90,48,1
140,186,186,-1
222,163,149,1
213,145,110,1
94,135,131,-1
152,104,55,1
26,70,69,-1
119,63,48,1
167,162,156,-1
189,196,214,-1
46,56,58,-1
0,0,255,-1
255,255,255,-1
185,0,0,-1
26,77,78,-1
126,130,129,-1
21,69,69,-1
196,201,98,-1
90,165,46,-1
216,27,55,-1
255,194,157,1
131,172,176,-1
133,178,181,-1
221,227,241,-1
129,177,179,-1
129,174,177,-1
1,19,21,-1
219,165,127,1
38,174,126,-1
88,140,138,-1
115,163,165,-1
7,13,11,-1
182,118,57,1
37,91,93,-1
126,85,79,1
9,14,17,-1
163,198,200,-1
127,175,177,-1
235,13,50,-1
120,170,171,-1
25,49,49,-1
21,55,54,-1
174,172,177,-1
215,149,114,1
28,70,68,-1
23,57,56,-1
122,172,173,-1
5,7,6,-1
203,139,91,1
18,52,51,-1
3,7,8,-1
156,194,195,-1
19,58,57,-1
162,196,198,-1
135,179,182,-1
3,4,6,-1
210,141,110,1
100,152,150,-1
55,77,74,-1
26,38,34,-1
122,172,173,-1
129,174,177,-1
19,37,37,-1
129,174,177,-1
120,168,170,-1
135,180,185,-1
249,117,34,-1
7,8,0,-1
105,135,135,-1
98,126,127,-1
66,120,122,-1
232,119,105,-1
51,105,107,-1
33,78,75,-1
72,112,112,-1
37,91,93,-1
114,164,165,-1
138,177,182,-1
193,9,19,-1
226,180,165,1
164,198,199,-1
90,141,132,-1
190,135,128,1
4,14,15,-1
128,128,128,-1
124,79,74,1
14,20,20,-1
214,150,112,1
128,90,81,1
217,151,119,1
251,211,201,1
130,176,176,-1
237,184,170,1
113,158,155,-1
26,71,68,-1
132,180,182,-1
13,17,18,-1
245,186,144,1
94,143,140,-1
53,83,81,-1
19,58,55,-1
112,165,157,-1
122,171,175,-1
130,175,178,-1
163,197,199,-1
127,175,177,-1
138,179,181,-1
230,166,156,1
179,125,113,1
35,65,65,-1
115,166,169,-1
228,164,126,1
237,41,51,-1
121,169,171,-1
86,140,140,-1
131,175,178,-1
24,59,55,-1
99,153,153,-1
75,125,124,-1
23,64,60,-1
8,0,4,-1
73,178,208,-1
108,108,108,-1
219,178,218,-1
158,198,198,-1
0,1,3,-1
113,163,164,-1
204,147,102,1
22,58,56,-1
115,163,167,-1
23,62,57,-1
11,13,12,-1
155,195,197,-1
89,135,132,-1
255,0,255,-1
224,170,124,1
124,169,172,-1
119,160,154,-1
113,163,164,-1
4,128,0,-1
162,196,197,-1
120,170,171,-1
202,134,95,1
24,66,65,-1
250,243,235,-1
157,195,196,-1
101,137,135,-1
32,46,21,-1
125,164,161,-1
158,196,197,-1
21,139,17,-1
121,163,161,-1
20,59,64,-1
149,186,230,-1
125,173,175,-1
131,175,178,-1
121,171,172,-1
155,193,194,-1
124,159,155,-1
129,176,184,-1
127,175,177,-1
30,49,47,-1
0,178,0,-1
121,163,159,-1
220,169,124,1
133,7,130,-1
236,185,164,1
128,166,167,-1
48,71,42,-1
120,76,67,1
236,188,150,1
23,59,57,-1
135,180,183,-1
154,95,39,1
96,135,132,-1
87,141,141,-1
0,186,0,-1
255,197,163,1
161,196,198,-1
124,169,172,-1
0,0,4,-1
120,171,172,-1
156,194,195,-1
47,71,73,-1
20,60,60,-1
119,172,156,-1
22,61,60,-1
129,177,179,-1
157,192,196,-1
211,223,239,-1
13,57,58,-1
134,180,180,-1
228,188,152,1
142,134,123,-1
14,22,24,-1
223,179,168,1
24,56,53,-1
162,197,199,-1
0,3,4,-1
157,197,197,-1
61,112,113,-1
137,176,173,-1
134,180,180,-1
198,132,238,-1
112,162,163,-1
26,68,66,-1
255,195,158,1
226,155,127,1
5,0,4,-1
126,171,174,-1
249,255,53,-1
0,1,2,-1
224,160,125,1
126,0,126,-1
255,194,157,1
5,9,10,-1
183,250,255,-1
31,77,75,-1
74,120,117,-1
118,158,157,-1
5,16,20,-1
218,141,95,1
159,197,198,-1
102,154,152,-1
229,192,173,1
72,0,4,-1
87,138,139,-1
35,83,83,-1
130,175,178,-1
120,170,171,-1
30,75,72,-1
114,163,167,-1
106,157,160,-1
64,79,196,-1
0,4,5,-1
255,191,153,1
226,171,130,1
182,168,165,-1
160,198,199,-1
157,195,196,-1
217,153,115,1
169,203,204,-1
194,0,0,-1
20,54,53,-1
255,186,148,1
158,196,197,-1
0,4,0,-1
120,165,168,-1
158,105,51,1
222,158,120,1
216,241,246,-1
38,94,95,-1
231,160,128,1
6,34,35,-1
193,9,19,-1
124,172,174,-1
251,246,242,-1
122,178,179,-1
3,31,32,-1
30,162,115,-1
122,162,162,-1
0,2,5,-1
134,178,179,-1
19,67,71,-1
255,255,0,-1
139,180,184,-1
29,83,83,-1
112,157,154,-1
254,186,149,1
98,150,148,-1
235,183,169,1
122,164,162,-1
137,181,182,-1
35,84,81,-1
129,177,179,-1
132,177,180,-1
9,9,11,-1
112,162,163,-1
255,109,30,-1
158,198,198,-1
159,194,196,-1
7,21,8,-1
135,143,226,-1
1,7,5,-1
161,196,198,-1
132,180,180,-1
160,195,197,-1
209,50,78,-1
101,150,147,-1
140,185,190,-1
135,87,73,1
255,190,148,1
119,170,171,-1
69,123,125,-1
134,179,182,-1
20,62,60,-1
95,144,141,-1
220,139,94,1
111,156,153,-1
156,194,195,-1
255,0,255,-1
69,129,129,-1
18,155,135,-1
22,58,58,-1
0,10,12,-1
164,199,201,-1
29,77,77,-1
26,62,60,-1
140,180,180,-1
21,55,54,-1
6,16,18,-1
120,174,174,-1
242,181,160,1
135,170,164,-1
8,29,30,-1
132,180,182,-1
249,184,144,1
1,7,7,-1
170,111,55,1
62,118,117,-1
243,178,138,1
51,76,34,-1
124,172,174,-1
164,195,198,-1
1,35,36,-1
152,193,195,-1
22,57,53,-1
88,139,140,-1
0,2,2,-1
116,73,28,1
123,171,173,-1
170,204,205,-1
85,121,119,-1
251,207,198,1
158,198,198,-1
238,48,50,-1
142,95,51,1
216,82,55,-1
125,173,175,-1
199,200,202,-1
230,183,141,1
222,173,132,1
57,111,113,-1
32,82,81,-1
68,108,107,-1
20,54,53,-1
225,152,117,1
121,160,157,-1
187,151,5,-1
116,166,165,-1
131,175,178,-1
219,167,127,1
255,106,42,-1
131,175,178,-1
94,145,140,-1
90,133,126,-1
147,185,188,-1
96,137,139,-1
101,146,179,-1
174,112,55,1
99,129,103,-1
152,187,189,-1
123,171,173,-1
9,55,53,-1
121,171,172,-1
26,72,70,-1
1,6,9,-1
147,101,51,1
134,178,181,-1
127,172,175,-1
120,171,172,-1
172,171,177,-1
8,40,37,-1
146,95,38,1
222,158,123,1
48,89,91,-1
253,188,148,1
62,88,53,-1
88,140,138,-1
120,170,171,-1
135,179,182,-1
112,108,109,-1
216,145,115,1
114,164,165,-1
11,45,44,-1
92,142,141,-1
146,84,69,1
223,150,97,1
220,139,94,1
111,162,163,-1
16,52,50,-1
129,129,129,-1
140,177,183,-1
250,188,147,1
123,173,174,-1
7,36,34,-1
251,134,125,-1
55,113,114,-1
115,156,152,-1
141,185,184,-1
35,89,91,-1
129,177,179,-1
239,194,163,1
127,172,175,-1
239,238,234,-1
115,163,165,-1
144,17,36,-1
114,168,170,-1
25,75,76,-1
96,146,145,-1
110,161,164,-1
125,171,171,-1
231,186,147,1
20,54,53,-1
159,194,198,-1
3,4,6,-1
70,91,24,-1
96,124,125,-1
248,194,150,1
187,113,76,1
123,162,159,-1
142,145,178,-1
134,182,184,-1
15,51,51,-1
30,74,73,-1
30,63,32,-1
53,111,112,-1
108,158,155,-1
130,165,161,-1
133,181,181,-1
218,29,51,-1
168,202,239,-1
254,180,143,1
229,186,169,1
161,199,200,-1
71,87,146,-1
58,89,91,-1
89,134,127,-1
137,181,184,-1
80,130,127,-1
36,88,86,-1
121,169,169,-1
229,160,127,1
126,161,157,-1
32,72,72,-1
230,170,146,1
221,147,100,1
1,7,7,-1
4,15,19,-1
21,56,50,-1
122,154,78,-1
140,182,181,-1
251,189,148,1
27,63,59,-1
51,105,105,-1
22,56,55,-1
0,2,5,-1
129,177,179,-1
0,128,0,-1
250,251,245,-1
94,143,139,-1
38,48,49,-1
145,109,207,-1
6,12,12,-1
91,141,138,-1
0,0,2,-1
203,138,98,1
121,171,172,-1
51,73,71,-1
14,50,50,-1
6,12,12,-1
92,138,136,-1
38,60,37,-1
105,151,122,-1
107,156,153,-1
26,103,145,-1
98,152,212,-1
255,192,154,1
135,179,182,-1
96,135,130,-1
159,199,199,-1
23,57,56,-1
22,56,55,-1
86,156,225,-1
229,183,168,1
132,182,183,-1
223,159,147,1
22,58,56,-1
215,139,90,1
163,201,202,-1
253,130,132,-1
251,211,201,1
59,117,118,-1
124,174,175,-1
40,54,55,-1
164,199,201,-1
125,160,156,-1
117,159,155,-1
129,74,54,1
107,156,153,-1
152,192,192,-1
255,195,158,1
251,214,206,1
140,184,185,-1
251,229,109,-1
235,178,161,1
24,59,55,-1
220,174,140,1
33,87,89,-1
135,180,183,-1
13,55,54,-1
132,178,178,-1
64,122,123,-1
28,77,82,-1
134,177,183,-1
129,187,175,-1
